system:index,Country,Mean_PDSI,Region,StdDev_PDSI,Year,.geo
5_000000000000000000d6,United Republic of Tanzania,0.5041666666666667,Lindi,0.5375000000000001,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d8,United Republic of Tanzania,1.0899589129680454,Mara,0.6877694259153782,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000d9,United Republic of Tanzania,-1.561809958864571,Mbeya,0.5163147696493156,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000da,United Republic of Tanzania,-1.4491116751269038,Mjini Magharibi,0.012499999999982473,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000db,United Republic of Tanzania,-1.4909090909090907,Morogoro,0.46569778406062023,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000dc,United Republic of Tanzania,,Mtwara,,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000df,United Republic of Tanzania,-1.5470522907300357,Pwani,0.1775081237688282,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e1,United Republic of Tanzania,-0.6913609655391458,Ruvuma,0.4941104240057184,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e4,United Republic of Tanzania,-1.8057586939505759,Singida,0.3834566025632921,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e5,United Republic of Tanzania,-5.060922153296678,Tabora,0.987569020450243,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000e6,United Republic of Tanzania,-0.12307692307692306,Tanga,0.5558945382647539,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000c9,United Republic of Tanzania,3.2055478550627234,Arusha,0.33498030622045966,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000d7,United Republic of Tanzania,3.00810728954289,Manyara,0.24358256694335237,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
